    n_win  win_start  win_end      seg_sites_branch            tajimas_d_site          tajimas_d_branch                diversity     Gen
15     15    75000.0  79999.0  [13971.131200000003]     [-0.5807488548716168]     [-0.5742709801075753]   [0.019307889447236232]  3300.0
16     16    80000.0  84999.0  [14019.000000000004]     [-0.5525112854584514]     [-0.5841069576677201]   [0.019571376884422162]  3300.0
17     17    85000.0  89999.0  [13847.723600000003]     [-0.5627588313809444]      [-0.585295386827735]   [0.018877145728643244]  3300.0
18     18    90000.0  94999.0   [13864.57500000003]     [-0.6997058089842433]     [-0.6911643862440557]     [0.0185158894472362]  3300.0
19     19    95000.0  99999.0  [14016.813800000042]     [-0.7150589709240489]     [-0.8190981863864195]   [0.017209065326633174]  3300.0
0       0        0.0   4999.0            [17922.02]      [1.3403059359957965]      [1.1454126816192605]    [0.04316746733668348]  3395.0
1       1     5000.0   9999.0          [17930.1816]       [1.184319849990664]      [1.1611971471317408]    [0.04243497487437193]  3395.0
2       2    10000.0  14999.0             [17920.0]      [1.1208905728349507]      [1.1665950639820788]     [0.0446665025125628]  3395.0
3       3    15000.0  19999.0           [17015.448]      [1.0274663374046547]      [1.0148468761796843]   [0.040340301507537674]  3395.0
4       4    20000.0  24999.0             [13740.0]     [0.19597494654397682]      [0.2981888814170472]    [0.02406300502512574]  3395.0
5       5    25000.0  29999.0             [13740.0]      [0.3348429680932105]     [0.29818888141704464]   [0.025832180904522717]  3395.0
6       6    30000.0  34999.0             [13740.0]      [0.2559294173911355]      [0.2981888814170436]   [0.025147577889447353]  3395.0
7       7    35000.0  39999.0          [13695.4716]     [0.32091247097592046]      [0.3096937205440318]   [0.025768221105527737]  3395.0
8       8    40000.0  44999.0  [13686.000000000004]     [0.31678177865242746]     [0.31215056128801594]    [0.02521468341708555]  3395.0
9       9    45000.0  49999.0  [13688.694000000003]      [0.2825587791824167]      [0.3151180487737101]   [0.025747859296482527]  3395.0
10     10    50000.0  54999.0  [13660.354000000003]     [0.38827934679163206]     [0.33172925507571693]    [0.02660251256281418]  3395.0
11     11    55000.0  59999.0  [13566.000000000004]     [0.40459786822441246]     [0.35462958396565886]   [0.025305457286432277]  3395.0
12     12    60000.0  64999.0  [13561.214800000003]      [0.4253663948933346]     [0.42183938601170884]    [0.02606720603015084]  3395.0
13     13    65000.0  69999.0  [13837.678400000003]     [0.48919879759879564]      [0.4976851891981073]   [0.027269256281407125]  3395.0
14     14    70000.0  74999.0  [14175.000000000004]      [0.6840978749345434]      [0.5494658607883239]    [0.02853919597989954]  3395.0
15     15    75000.0  79999.0  [14173.281600000002]      [0.7901902716952116]      [0.5505127603761667]   [0.029103989949748842]  3395.0
16     16    80000.0  84999.0  [14173.000000000004]      [0.4703138089842515]      [0.5506843435495463]   [0.028339326633165882]  3395.0
17     17    85000.0  89999.0  [14180.551000000003]      [0.5933474747527406]      [0.5368623678174637]   [0.027713668341708655]  3395.0
18     18    90000.0  94999.0  [14282.355000000021]     [0.37558237100940906]      [0.4048835647490149]   [0.026052683417085564]  3395.0
19     19    95000.0  99999.0  [14295.063800000027]     [0.07392032645902392]      [0.1903768700188196]    [0.02421174874371874]  3395.0
0       0        0.0   4999.0           [17986.986]      [1.7816094149550308]      [1.7256980041789267]    [0.04935198994974838]  3400.0
1       1     5000.0   9999.0          [18018.1816]      [1.7790790031400852]      [1.7131840739732633]    [0.04806037185929671]  3400.0
2       2    10000.0  14999.0             [18008.0]      [1.7008178057455143]       [1.719367692110628]    [0.05021730653266356]  3400.0
3       3    15000.0  19999.0           [17103.448]      [1.5357826745478977]      [1.5382388800682354]    [0.04486746733668359]  3400.0
4       4    20000.0  24999.0             [13828.0]      [0.5185295611991148]      [0.6840954316790178]   [0.026813517587939806]  3400.0
5       5    25000.0  29999.0             [13828.0]      [0.7084407744358087]      [0.6840954316790192]   [0.028717396984924717]  3400.0
6       6    30000.0  34999.0             [13828.0]      [0.5933049381956439]      [0.6840954316790131]   [0.028196934673366928]  3400.0
7       7    35000.0  39999.0           [13790.893]      [0.6199263946860841]      [0.6949516310689218]   [0.028880994974874466]  3400.0
8       8    40000.0  44999.0             [13783.0]      [0.8101957174825927]      [0.6972683838037717]   [0.028312613065326706]  3400.0
9       9    45000.0  49999.0           [13785.694]       [0.784331325279459]      [0.7021883080250502]    [0.02880755778894478]  3400.0
10     10    50000.0  54999.0           [13757.354]      [0.8809228297665119]      [0.7228198512210939]   [0.029806743718592998]  3400.0
11     11    55000.0  59999.0  [13663.000000000004]      [0.5845374803395263]      [0.7423229082833955]   [0.028091809045226204]  3400.0
12     12    60000.0  64999.0  [13663.000000000004]       [0.759963921157682]      [0.7423229082833873]   [0.028674050251256335]  3400.0
13     13    65000.0  69999.0  [13941.678400000003]      [0.9964863291534204]      [0.8078813829562674]   [0.029979738693467334]  3400.0
14     14    70000.0  74999.0  [14279.000000000004]      [1.0593690582890969]      [0.8838121801686093]    [0.03155756783919595]  3400.0
15     15    75000.0  79999.0  [14279.000000000004]        [1.16920148075413]      [0.8838121801686087]   [0.031487708542713565]  3400.0
16     16    80000.0  84999.0  [14279.000000000004]      [0.8285926750438998]      [0.8838121801686083]   [0.031179608040201014]  3400.0
17     17    85000.0  89999.0  [14272.491800000003]      [0.8941178985500865]      [0.8775128367342733]   [0.030250492462311585]  3400.0
18     18    90000.0  94999.0  [14287.355000000023]         [0.8214247187025]      [0.7746021049447339]   [0.029074804020100594]  3400.0
19     19    95000.0  99999.0   [14299.55160000003]     [0.44304737648389386]      [0.5628568742838668]    [0.02696818090452264]  3400.0
0       0        0.0   4999.0           [16839.506]      [2.4000079382558677]       [2.089529315653558]    [0.04975996984924659]  3495.0
1       1     5000.0   9999.0             [16872.0]      [1.6949889791766095]      [1.7141617146213868]    [0.04507240201004998]  3495.0
2       2    10000.0  14999.0             [16872.0]       [1.764729178213411]      [1.7141617146213841]   [0.046659376884421865]  3495.0
3       3    15000.0  19999.0           [15967.448]      [1.5381441053742544]       [1.549011545554065]   [0.041322603015075204]  3495.0
4       4    20000.0  24999.0  [12692.000000000002]      [0.7425980708174618]      [0.7540379777268674]   [0.024989869346733737]  3495.0
5       5    25000.0  29999.0  [12692.000000000002]       [0.689827116040322]      [0.7540379777268663]   [0.027093839195979946]  3495.0
6       6    30000.0  34999.0  [12692.000000000002]      [0.6436832272718741]      [0.7540379777268663]   [0.026773527638191023]  3495.0
7       7    35000.0  39999.0  [12692.000000000002]      [0.7360005192382255]      [0.7540379777268663]   [0.026661959798994984]  3495.0
8       8    40000.0  44999.0          [12692.5932]      [0.7183003916995913]      [0.7566314803149139]   [0.026667286432160885]  3495.0
9       9    45000.0  49999.0  [12693.000000000002]      [0.6867861224270231]      [0.7584098918679198]   [0.026948884422110613]  3495.0
10     10    50000.0  54999.0  [12657.354000000001]      [0.7951395494042895]       [0.768496828279182]   [0.028206673366834228]  3495.0
11     11    55000.0  59999.0  [12563.000000000002]      [0.8203417945273102]      [0.7954729626601028]   [0.026078884422110617]  3495.0
12     12    60000.0  64999.0  [12583.572000000002]      [0.6891291969681163]       [0.743632354934505]   [0.026717236180904644]  3495.0
13     13    65000.0  69999.0          [12878.6784]      [0.8235242376330526]      [0.8113871691957032]   [0.027851025125628235]  3495.0
14     14    70000.0  74999.0  [13216.000000000002]      [0.8966751505185852]      [0.9372107180592208]   [0.030486773869346916]  3495.0
15     15    75000.0  79999.0  [13216.000000000002]      [0.9808438332361169]      [0.9372107180592213]   [0.029823979899497647]  3495.0
16     16    80000.0  84999.0  [13216.000000000002]      [0.9242189450248328]      [0.9372107180592203]    [0.02911491457286444]  3495.0
17     17    85000.0  89999.0  [13215.582400000001]      [1.0310868911591748]      [0.9373635260501603]    [0.02842989949748755]  3495.0
18     18    90000.0  94999.0  [13213.000000000002]      [0.9277434990523816]      [0.9383086911650113]   [0.029008261306532807]  3495.0
19     19    95000.0  99999.0  [13213.000000000002]      [0.8673157905172946]      [0.9383086911650139]   [0.027721346733668484]  3495.0
0       0        0.0   4999.0           [16839.666]      [2.4906033138530583]      [2.1886364756475776]    [0.05104449246231116]  3500.0
1       1     5000.0   9999.0          [16871.6446]      [2.0720806183982803]      [2.0582924322247016]     [0.0480844623115575]  3500.0
2       2    10000.0  14999.0             [16871.0]       [2.230865120425857]      [2.0584942712737244]    [0.04998782914572829]  3500.0
3       3    15000.0  19999.0           [15966.448]       [2.030718499104835]      [1.8568442836264503]    [0.04449386934673345]  3500.0
4       4    20000.0  24999.0  [12691.000000000004]      [0.8180908520851219]       [0.886154756248231]   [0.025680351758794143]  3500.0
5       5    25000.0  29999.0  [12692.204800000001]      [0.9268744042029097]      [0.8864555814658261]   [0.028345045226130752]  3500.0
6       6    30000.0  34999.0  [12699.000000000002]      [0.6919147249308153]      [0.8881511987904608]    [0.02752168844221108]  3500.0
7       7    35000.0  39999.0  [12699.000000000002]      [0.9342618076056315]      [0.8881511987904613]   [0.027517899497487473]  3500.0
8       8    40000.0  44999.0  [12699.593200000001]      [0.8795794431331825]      [0.8913060246140655]   [0.027544804020100577]  3500.0
9       9    45000.0  49999.0  [12700.000000000004]      [0.8345097594779899]      [0.8934693457389095]   [0.027455618090452293]  3500.0
10     10    50000.0  54999.0  [12664.354000000001]      [0.9874129310855192]      [0.9008289166160521]   [0.028803989949748785]  3500.0
11     11    55000.0  59999.0  [12570.000000000002]      [0.7501593155635791]      [0.9205109719538269]   [0.026505869346733737]  3500.0
12     12    60000.0  64999.0  [12590.572000000002]      [0.7864772147111353]      [0.8941892120094489]   [0.027764743718592905]  3500.0
13     13    65000.0  69999.0          [12885.6784]      [0.9442386191744448]       [0.911135746648998]   [0.028595909547738607]  3500.0
14     14    70000.0  74999.0  [13223.000000000002]      [0.8846656115038236]      [0.9548790921236628]     [0.0304410854271356]  3500.0
15     15    75000.0  79999.0          [13231.6424]      [1.0566123334718796]      [0.9486085733494688]    [0.03031751758793969]  3500.0
16     16    80000.0  84999.0  [13249.000000000002]      [0.8823222373167855]      [0.9360394298858604]   [0.029166834170854247]  3500.0
17     17    85000.0  89999.0  [13249.000000000002]      [1.1151707247491032]      [0.9360512895715503]   [0.028810060301507526]  3500.0
18     18    90000.0  94999.0  [13249.000000000004]      [0.8657165942353273]      [0.9361246287773073]   [0.028616944723618094]  3500.0
19     19    95000.0  99999.0  [13249.000000000005]       [0.896311281178465]       [0.936124628777305]   [0.027700914572864343]  3500.0
0       0        0.0   4999.0             [16510.0]      [1.5233487486385038]      [1.4599837451728526]   [0.042947055276381686]  3595.0
1       1     5000.0   9999.0           [16540.162]      [1.6583685074161076]       [1.452636767938629]    [0.04149156783919587]  3595.0
2       2    10000.0  14999.0             [16543.0]      [1.4598472966704008]      [1.4519468558524176]    [0.04390386934673348]  3595.0
3       3    15000.0  19999.0           [15638.448]      [1.4631347433415833]      [1.2776563327257597]     [0.0381982713567839]  3595.0
4       4    20000.0  24999.0  [12202.593600000002]     [0.40874356845845217]     [0.47827235022169534]   [0.022956402010050315]  3595.0
5       5    25000.0  29999.0  [11891.107000000002]      [0.4914323761038078]      [0.5714517647754914]   [0.024500663316582957]  3595.0
6       6    30000.0  34999.0  [11861.000000000002]      [0.6284756254012678]      [0.5809965207773727]   [0.023780522613065343]  3595.0
7       7    35000.0  39999.0  [11861.000000000002]      [0.7434952451857502]      [0.5809965207773722]    [0.02394857286432164]  3595.0
8       8    40000.0  44999.0  [11861.000000000002]       [0.578582469708159]      [0.5809965207773722]    [0.02399332663316584]  3595.0
9       9    45000.0  49999.0  [11861.000000000002]      [0.6457327255051873]      [0.5809965207773727]   [0.023724020100502553]  3595.0
10     10    50000.0  54999.0  [11825.354000000001]      [0.5522400073286934]      [0.5885638951343398]    [0.02526171859296488]  3595.0
11     11    55000.0  59999.0  [11731.000000000002]      [0.3847831775577318]      [0.6297091536455885]    [0.02318548743718593]  3595.0
12     12    60000.0  64999.0  [11730.179800000002]      [0.6048814711233281]      [0.6347463330776393]   [0.023634371859296493]  3595.0
13     13    65000.0  69999.0          [12007.6784]      [0.8261128595576406]      [0.6487401575790008]   [0.025047507537688477]  3595.0
14     14    70000.0  74999.0  [12345.000000000002]      [0.6535278763222315]      [0.6709810870645967]    [0.02663720603015077]  3595.0
15     15    75000.0  79999.0  [12345.000000000002]       [0.858582075139275]      [0.6709810870645956]   [0.026412402010050295]  3595.0
16     16    80000.0  84999.0  [12345.000000000002]      [0.6604588313725585]      [0.6709810870645967]    [0.02483973869346735]  3595.0
17     17    85000.0  89999.0  [12345.000000000002]      [1.0185702152302063]      [0.6709810870645967]   [0.025256663316582918]  3595.0
18     18    90000.0  94999.0  [12345.000000000004]      [0.6713269525657769]      [0.6709810870645547]   [0.025320653266331688]  3595.0
